Season,Episode,Year_of_Release,IMDB_Rating,Arco,Viz_title
20,911,2019,8.9,Cidre Guild Arc,Adventure in the Land of Samurai
20,912,2019,9.5,Cidre Guild Arc,Amigasa Village
20,913,2019,9.4,Cidre Guild Arc,The Crane Returns the Favor
20,914,2019,9.6,Cidre Guild Arc,Okobore Town
20,915,2019,9.6,Cidre Guild Arc,Bakura Town
20,916,2020,9.2,Cidre Guild Arc,Wano Sumo
20,917,2020,9.3,Cidre Guild Arc,Food Treasure Barge
20,918,2020,8.9,Wano Country Arc: Act 2,Luffytaro Returns the Favor
20,919,2020,8.9,Wano Country Arc: Act 2,The Ruins of Oden Castle
20,920,2020,8.5,Wano Country Arc: Act 2,For Love of Oden
20,921,2020,7.7,Wano Country Arc: Act 2,Shutenmaru
20,922,2020,8.9,Wano Country Arc: Act 2,Supreme Commander Kaido of the Animal Kingdom Pirates
20,923,2020,9,Wano Country Arc: Act 2,Emperor of the Sea Kaido vs. Luffy
20,924,2020,9.4,Wano Country Arc: Act 2,Huh
20,925,2020,9.3,Wano Country Arc: Act 2,Absence
20,926,2020,8.7,Wano Country Arc: Act 2,Excavation Labor Camp
20,927,2020,8,Wano Country Arc: Act 2,Otoko the Kamuro
20,928,2020,8.1,Wano Country Arc: Act 2,Introducing Komurasaki the Oiran
20,929,2020,8,Wano Country Arc: Act 2,"Shogun of Wano, Kurozumi Orochi"
20,930,2020,8.4,Wano Country Arc: Act 2,Ebisu Town
20,931,2020,8.2,Wano Country Arc: Act 2,Soba Mask
20,932,2020,8.7,Wano Country Arc: Act 2,Shogun and Oiran
20,933,2020,9.2,Wano Country Arc: Act 2,A Warrior's Mercy
20,934,2020,9.5,Wano Country Arc: Act 2,Hyogoro The Flower
20,935,2020,8.7,Wano Country Arc: Act 2,Queen
20,936,2020,8.6,Wano Country Arc: Act 2,Sumo Inferno
20,937,2020,8.6,Wano Country Arc: Act 2,Gyukimaru on Bandit's Bridge
20,938,2020,8.2,Wano Country Arc: Act 2,A Woman's Secret
20,939,2020,9.2,Wano Country Arc: Act 2,The Old Leopard Never Forgets the Way
20,940,2020,9.5,Wano Country Arc: Act 2,Sparks of Rebellion
20,941,2020,9.3,Wano Country Arc: Act 2,The Star of Ebisu
20,942,2020,9.2,Wano Country Arc: Act 2,"Daimyo of Hakumai, Shimotsuki Yasuie"
20,943,2020,9.1,Wano Country Arc: Act 2,SMILE
20,944,2020,8.5,Wano Country Arc: Act 2,Partner
20,945,2020,9.2,Wano Country Arc: Act 2,Olin
20,946,2020,8.4,Wano Country Arc: Act 2,Queen vs. Olin
20,947,2020,8.4,Wano Country Arc: Act 2,Queen's Gamble
20,948,2020,8.5,Wano Country Arc: Act 2,Introducing Kawamatsu the Kappa
20,949,2020,9.3,Wano Country Arc: Act 2,Mummy
20,950,2020,9.2,Wano Country Arc: Act 2,A Soldier's Dream
20,951,2020,9,Wano Country Arc: Act 2,Rampage
20,952,2020,9.2,Wano Country Arc: Act 2,Hiyori and Kawamatsu
20,953,2020,9.1,Wano Country Arc: Act 2,Once a Fox
20,954,2020,8.9,Wano Country Arc: Act 2,Like a Dragon Given Wings
20,955,2020,8.5,Wano Country Arc: Act 2,Enma
20,956,2020,9.3,Wano Country Arc: Act 2,Big News
20,957,2021,9.5,Wano Country Arc: Act 2,Ultimate
20,958,2021,9.5,Wano Country Arc: Act 2,The Promised Port
20,959,2021,9.4,Wano Country Arc: Act 3,Samurai
20,960,2021,9.3,Wano Country Arc: Act 3,Introducing Kozuki Oden
20,961,2021,9.4,Wano Country Arc: Act 3,The Mountain God Incident
20,962,2021,9.5,Wano Country Arc: Act 3,Daimyo and Vassals
20,963,2021,9.5,Wano Country Arc: Act 3,Becoming Samurai
20,964,2021,9.5,Wano Country Arc: Act 3,Oden's Adventure
20,965,2021,9.6,Wano Country Arc: Act 3,The Kurozumi Clan's Plot
20,966,2021,9.5,Wano Country Arc: Act 3,Roger and Whitebeard
20,967,2021,9.6,Wano Country Arc: Act 3,Roger's Adventure
20,968,2021,9.7,Wano Country Arc: Act 3,Oden's Return
20,969,2021,9.6,Wano Country Arc: Act 3,Fool of a Lord
20,970,2021,9.5,Wano Country Arc: Act 3,Oden vs. Kaido
20,971,2021,9.5,Wano Country Arc: Act 3,Sentenced to Boil
20,972,2021,9.6,Wano Country Arc: Act 3,"I am Oden, And I Was Born to Boil"
20,973,2021,9.5,Wano Country Arc: Act 3,The Kozuki Clan
20,974,2021,9.6,Wano Country Arc: Act 3,Onward to Onigashima!!
20,975,2021,9.5,Wano Country Arc: Act 3,Kin'emon's Clever Trick
20,976,2021,9.5,Wano Country Arc: Act 3,Begging Your Pardon!!!
20,977,2021,9.5,Wano Country Arc: Act 3,The Party's Off!!!
20,978,2021,9.5,Wano Country Arc: Act 3,Introducing the Tobi Roppo
20,979,2021,9.4,Wano Country Arc: Act 3,Family Problem
20,980,2021,9.5,Wano Country Arc: Act 3,Fighting Music
20,981,2021,9.5,Wano Country Arc: Act 3,Joining the Fight
20,982,2021,9.7,Wano Country Arc: Act 3,Scoundrel Meets Scoundrel
20,983,2021,9.1,Wano Country Arc: Act 3,Thunder
20,984,2021,8.4,Wano Country Arc: Act 3,My Bible
20,985,2021,8.7,Wano Country Arc: Act 3,New Onigashima Project
20,986,2021,8.5,Wano Country Arc: Act 3,My Name
20,987,2021,9,Wano Country Arc: Act 3,Vassals of Glory
20,988,2021,9.3,Wano Country Arc: Act 3,Sorry for the Wait
20,989,2021,9.1,Wano Country Arc: Act 3,I Can't Imagine Losing
20,990,2021,9.3,Wano Country Arc: Act 3,Army of One
20,991,2021,8.6,Wano Country Arc: Act 3,Let Us Die!!!
20,992,2021,9.3,Wano Country Arc: Act 3,Remnants
20,993,2021,8.3,Wano Country Arc: Act 3,The Dream of Wano
20,994,2021,9.4,Wano Country Arc: Act 3,My Other Name is Yamato
20,995,2021,9.8,Wano Country Arc: Act 3,A Kunoichi's Oath
20,996,2021,9.6,Wano Country Arc: Act 3,Island of the Strongest
20,997,2021,9.3,Wano Country Arc: Act 3,Flames
20,998,2021,9.4,Wano Country Arc: Act 3,Ancient Types
20,999,2021,8.9,Wano Country Arc: Act 3,The Sake I Brewed to Drink With You
20,1000,2021,9.6,Wano Country Arc: Act 3,Straw Hat Luffy
20,1001,2021,9.7,Wano Country Arc: Act 3,Battle of Monsters on Onigashima
20,1002,2021,8.9,Wano Country Arc: Act 3,Four Emperors vs. New Generation
